Year,DOY,TIME,Rg,Rg_out,Rgl,Rgl_out,LE_spec,NEE,Rec,GPP
2018,94,300,0,3.263,275.37,351.21,-0.76566322,2.401,2.401,0
2018,94,330,0,2.529,274.89,350.89,-0.82158972,2.352,2.352,0
2018,94,400,0,2.328,274.44,350.26,-0.100856084,2.325,2.325,0
2018,94,430,0,2.482,274.87,350.06,-3.2625754,2.316,2.316,0
2018,94,500,0,2.402,274.57,349.8,-7.2268812,2.276,2.276,0
2018,94,530,0.137,2.472,273.52,349.54,0.097005986,2.268,2.268,0
2018,94,600,13.842,4.732,273.18,350.09,-0.42633654,2.276,2.276,0
2018,94,630,87.931,13.959,274.06,351.19,-0.5204108,0.03642,2.304737381,2.268317381
2018,94,700,229.901,28.515,275.35,356.26,0.57680826,-0.06876,2.467172161,2.535932161
2018,94,730,311.41,34.413,278.12,360.43,11.4313766,-0.3399,2.482383932,2.822283932
2018,94,800,436.333,47.224,279.41,363.08,0.51935114,-0.8546,2.310411002,3.165011002
2018,94,830,589.563,61.531,283.48,371.11,4.8344044,-0.8665,2.528584305,3.395084305
2018,94,900,712.807,77.81,294.17,371.77,18.30857,-0.4762,2.500761911,2.976961911
2018,94,930,212.948,27.594,313.09,364.29,0.073104766,-0.5145,2.437027696,2.951527696
2018,94,1000,433.3,54.611,301.45,369.87,-0.75918752,-0.9025,2.553575076,3.456075076
2018,94,1030,554.048,71.912,319.61,376.78,-99999,-1.324,2.769401808,4.093401808
2018,94,1100,543.484,67.483,331,380.91,33.002522,-1.745,2.941352179,4.686352179
2018,94,1130,627.278,78.025,327.03,385.8,24.066056,-1.349,3.150978044,4.499978044
2018,94,1200,833.808,99.377,306.27,391.18,-99999,3.294,3.293561252,-0.000438748
2018,94,1230,774.965,95.577,306.34,390.05,-99999,3.363,3.36311741,0.00011741
2018,94,1300,407.348,55.204,317.07,381.55,-99999,3.396,3.396356127,0.000356127
2018,94,1330,463.512,63.475,321.46,381.7,-99999,3.396,3.396356127,0.000356127
2018,94,1400,458.434,62.489,322.53,382.93,-99999,3.392,3.392183388,0.000183388
2018,94,1430,202.539,30.032,337.39,376.56,-99999,3.277,3.277405274,0.000405274
2018,94,1500,95.45,15.98,348.17,374.4,-99999,3.249,3.249322774,0.000322774
2018,94,1530,195.571,29.108,338.64,375.23,-99999,3.17,3.170405936,0.000405936
2018,94,1600,69.638,9.241,343.86,369.63,-99999,2.952,2.952220045,0.000220045
2018,94,1630,19.257,3.419,347.48,365.84,-99999,2.746,2.745672144,-0.000327856
2018,94,1700,54.051,7.933,341.24,361.49,-8.3630722,0.5487,2.3954432,1.8467432
2018,94,1730,14.24,3.352,347.66,356.26,0.52029306,0.8684,2.174275781,1.305875781
2018,94,1800,8.516,1.618,346.5,350,-0.80993346,0.4397,1.838162963,1.398462963
2018,94,1830,0.75,0.188,346.21,348.67,2.1793674,1.753,1.753,0
2018,94,1900,0,0.363,345.11,348.22,1.14078286,1.743,1.743,0
2018,94,1930,0,0.106,345.29,347.57,0.28045668,1.72,1.72,0
2018,94,2000,0.03,0.041,345.25,345.49,7.7319858,2.489,2.489,0
2018,94,2030,0.003,0.078,335.75,339.07,11.6338894,1.371,1.371,0
2018,94,2100,0.003,0.272,332.76,338.76,-3.5663446,1.38,1.38,0
2018,94,2130,1.396,0.786,320.74,340.21,-11.0051578,1.541,1.541,0
2018,94,2200,0.831,0.228,319.74,339.5,-1.11958966,1.526,1.526,0
2018,94,2230,0,0.857,281.03,336.16,-6.0118044,1.368,1.368,0
2018,94,2300,0,1.662,289.05,335.86,-1.5412166,1.373,1.373,0
2018,94,2330,0,1.822,267.36,334.02,-0.19050332,1.385,1.385,0
2018,94,2400,0,1.062,285.75,331.86,-3.5639898,1.238,1.238,0
2018,95,30,0,0.242,315.64,329.84,0.90047552,1.106,1.106,0
2018,95,100,0.003,0.021,326.84,328.94,-4.385815,1.071,1.071,0
2018,95,130,0,0,326.43,326.63,-4.9179998,1.007,1.007,0
2018,95,200,0,0,322.3,322.11,8.1440758,0.8856,0.8856,0
2018,95,230,0,0,319.08,319.65,2.3830576,0.8254,0.8254,0
2018,95,300,0.001,0.001,317.23,317.78,1.6919238,0.7869,0.7869,0
2018,95,330,0.003,0.006,315.58,316.72,-2.213512,0.7609,0.7609,0
2018,95,400,0,0.143,310.75,316.33,-0.21464002,0.7563,0.7563,0
2018,95,430,0,0.055,311.8,314.52,8.0628352,0.7251,0.7251,0
2018,95,500,0.001,0.056,306.51,313.32,1.3410586,0.703,0.703,0
2018,95,530,0.154,0.07,308.58,310.86,-9.7347432,0.6521,0.6521,0
2018,95,600,15.488,4.342,303.1,311.26,5.8469684,-0.1175,0.658906597,0.776406597
2018,95,630,50.598,9.881,304.1,310.75,2.0474986,0.1707,0.640056773,0.469356773
2018,95,700,106.594,20.584,299.85,311.17,10.4529572,0.2263,0.631529524,0.405229524
2018,95,730,213.371,43.896,307.56,313.4,-99999,-0.032,0.653357122,0.685357122
2018,95,800,321.777,54.361,298.19,316.15,3.0129666,-0.2903,0.675332818,0.965632818
2018,95,830,545.656,79.338,263.36,319.56,-27.84551,-0.05129,0.734431219,0.785721219
2018,95,900,641.707,90.78,283.73,329.35,3.773567,-2.639,0.85744525,3.49644525
2018,95,930,810.578,82.779,243.16,343.24,-28.43421,-1.15,1.035268813,2.185268813
2018,95,1000,873.822,81.324,258.65,361.57,8.9741428,-0.7539,1.630931154,2.384831154
2018,95,1030,908.068,85.155,264.91,363.86,-91.978488,-0.6853,1.81013211,2.49543211
2018,95,1100,937.292,87.469,269.1,371.31,877.28074,3.743,1.930337268,-1.812662732
2018,95,1130,964.528,96.228,266.45,372.95,260.2054,-0.5069,1.833423624,2.340323624
2018,95,1200,953.709,107.591,264.04,372.66,357.22316,-2.134,1.864334562,3.998334562
2018,95,1230,931.946,109.394,268.97,371.55,57.904532,-0.5948,1.867546008,2.462346008
2018,95,1300,893.935,107.555,274.32,377.99,69.831594,-1.6,2.282743069,3.882743069
2018,95,1330,842.553,102.769,279.25,380.83,75.212312,-1.095,2.610711093,3.705711093
2018,95,1400,797.179,97.964,285.82,383.74,50.074822,-0.8156,2.752431224,3.568031224
2018,95,1430,760.945,98.385,305.32,385.59,49.462574,-0.5017,2.988737107,3.490437107
2018,95,1500,504.626,68.94,314.62,378.08,-1.2503988,-0.6052,2.873445368,3.478645368
2018,95,1530,251.848,35.192,337.62,370.96,-99999,-0.1229,2.620357288,2.743257288
2018,95,1600,154.189,22.64,340.82,363.65,-7.352863,0.3594,2.28920666,1.92980666
2018,95,1630,92.054,13.545,340.44,360.09,-1.5824256,1.633,2.184456722,0.551456722
2018,95,1700,23.898,3.174,339.7,354.16,2.0027574,-0.1142,1.984720315,2.098920315
2018,95,1730,7.221,0.957,339.23,350.47,-99999,0.2429,1.832972896,1.590072896
2018,95,1800,2.636,0.314,339.93,348.48,-6.2060754,0.6,1.763782387,1.163782387
2018,95,1830,0.192,0.031,337.91,346.4,6.5133768,0.6374,0.6374,0
2018,95,1900,0,0.001,337.18,344.35,-2.8799204,1.551,1.551,0
2018,95,1930,0,0.094,338.12,343.07,-0.82747672,1.499,1.499,0
2018,95,2000,0.001,0.098,338.94,342.36,-0.77967428,1.299,1.299,0
2018,95,2030,0,0.032,339.99,342.99,2.5514258,1.49,1.49,0
2018,95,2100,0.008,0.095,341.1,343.82,1.4046382,1.852,1.852,0
2018,95,2130,0.049,0.248,343.02,345.81,2.3347842,0.1517,0.1517,0
2018,95,2200,0.097,0.165,344.79,347.85,3.1036264,2.155,2.155,0
2018,95,2230,0.008,0.039,344.66,348.07,-99999,1.449,1.449,0
2018,95,2300,0.023,0.21,344.7,349.09,-4.2021406,0.7434,0.7434,0
2018,95,2330,0.004,0.024,347.1,349.43,-7.2786868,3.019,3.019,0
2018,95,2400,0.034,0.014,347.17,347.32,2.925839,1.725,1.725,0
2018,96,30,0.031,0.027,349.01,349.44,-99999,1.808,1.808,0
2018,96,100,0.017,0.006,350.26,350.73,-99999,1.865,1.865,0
2018,96,130,0.006,0.003,350.64,351.29,-99999,1.893,1.893,0
2018,96,200,0.006,0,350.73,351.29,-99999,1.891,1.891,0
2018,96,230,0.003,0.001,350.7,351.16,-99999,1.885,1.885,0
2018,96,300,0.004,0,350.62,351.05,-99999,1.879,1.879,0
2018,96,330,0,0,350.42,350.91,-99999,1.873,1.873,0
2018,96,400,0.008,0.001,350.62,351.17,-99999,1.883,1.883,0
2018,96,430,0.004,0,350.82,351.44,-99999,1.898,1.898,0
2018,96,500,0.007,0.003,350.97,351.6,-99999,1.907,1.907,0
2018,96,530,0.035,0.007,351.24,351.88,-99999,1.918,1.918,0
2018,96,600,1.164,0.164,351.53,352.12,-99999,1.93,1.93,0
2018,96,630,5.399,0.877,351.51,352.2,-99999,1.933,1.932949396,-5.06E-05
2018,96,700,7.121,1.221,351.78,352.26,-99999,1.934,1.934375682,0.000375682
2018,96,730,11.391,1.908,351.81,352.51,-99999,1.94,1.94032988,0.00032988
2018,96,800,58.295,7.371,349.34,352.7,-99999,1.926,1.925833722,-0.000166278
2018,96,830,189.422,22.069,343.34,354.67,-99999,1.966,1.965538306,-0.000461694
2018,96,900,306.488,35.389,340.66,358.05,-99999,2.074,2.073509947,-0.000490053
2018,96,930,321.114,35.38,337.36,360.26,-99999,2.21,2.209574792,-0.000425208
2018,96,1000,249.549,29.399,340.17,360.27,-99999,2.264,2.264018174,1.82E-05
2018,96,1030,306.77,42.966,338.92,362.69,-99999,2.387,2.38662497,-0.00037503
2018,96,1100,476.911,60.112,338.06,366.33,-99999,2.498,2.497689493,-0.000310507
2018,96,1130,385.219,48.95,340.61,367.52,-99999,2.585,2.585161156,0.000161156
2018,96,1200,184.076,24.282,341.49,363.65,-99999,2.479,2.479334093,0.000334093
2018,96,1230,205.261,28.412,343.57,357.91,-99999,2.27,2.269870585,-0.000129415
2018,96,1300,169.605,22.001,339.77,352.31,-99999,2.014,2.013721118,-0.000278882
2018,96,1330,204.302,26.94,340.35,353.46,-99999,2.017,2.01743789,0.00043789
2018,96,1400,162.694,22.053,341.2,352.39,-99999,1.986,1.98569652,-0.00030348
2018,96,1430,124.172,15.961,342.35,353.17,-99999,2.001,2.000889242,-0.000110758
2018,96,1500,85.694,10.571,344.5,350.52,-99999,1.919,1.918508377,-0.000491623
2018,96,1530,41.855,5.069,348.12,351.72,-99999,1.948,1.947738545,-0.000261455
2018,96,1600,63.051,7.845,351.75,354.22,-99999,2.024,2.023896553,-0.000103447
2018,96,1630,17.409,1.961,353.82,355.24,-99999,2.094,2.09426052,0.00026052
2018,96,1700,11.966,1.396,355.45,356.49,-99999,2.162,2.162014949,1.49E-05
2018,96,1730,13.323,1.597,356.59,357.71,-99999,2.228,2.227849404,-0.000150596
2018,96,1800,4.193,0.5,357.07,358.15,-99999,2.247,2.246551322,-0.000448678
2018,96,1830,0.877,0.09,357.19,358.31,-99999,2.26,2.26,0
2018,96,1900,0.008,0.003,358.27,359.02,-99999,2.29,2.29,0
2018,96,1930,0.006,0.004,358.86,359.66,-99999,2.326,2.326,0
2018,96,2000,0.006,0.007,359.31,360.42,-99999,2.368,2.368,0
2018,96,2030,0.126,0.113,359.53,359.45,-99999,2.312,2.312,0
2018,96,2100,0.044,0.052,353.09,353.19,-99999,1.975,1.975,0
2018,96,2130,0.004,0.024,348.03,348.54,-99999,1.748,1.748,0
2018,96,2200,0.007,0.021,343.79,344.58,19.83919,1.626,1.626,0
2018,96,2230,0.003,0.021,340.83,342.05,4.385815,1.495,1.495,0
2018,96,2300,0.001,0.008,339.96,341.23,-1.1915288,1.463,1.463,0
2018,96,2330,0,0.024,340.05,340.75,2.3159458,1.441,1.441,0
2018,96,2400,0,0.017,339.8,340.33,-1.4222992,1.424,1.424,0
2018,97,30,0,0.001,339.09,339.83,-32.931878,1.408,1.408,0
2018,97,100,0.003,0.006,335.54,339.15,-0.85196664,1.383,1.383,0
2018,97,130,0.178,0.193,336.81,339.32,1.15644228,1.379,1.379,0
2018,97,200,0.001,0.003,338.41,339.37,-1.14843596,1.392,1.392,0
2018,97,230,0.003,0.01,337.68,338.63,-0.50263206,1.358,1.358,0
2018,97,300,0,0.001,336.9,337.92,1.636586,1.339,1.339,0
2018,97,330,0,0.004,336.54,337.44,-2.3277198,1.323,1.323,0
2018,97,400,0.004,0.015,335.22,335.86,7.4753126,1.267,1.267,0
2018,97,430,0.001,0.003,333.91,334.57,1.0920385,1.228,1.228,0
2018,97,500,0,0.003,332.77,333.48,-1.4799918,1.194,1.194,0
2018,97,530,0.093,0.021,330.7,331.12,-2.1864318,1.123,1.123,0
2018,97,600,7.611,1.129,323.4,327.2,6.53457,3.546,1.007272973,-2.538727027
2018,97,630,31.652,4.228,312.89,324.04,-99999,2.224,0.907331017,-1.316668983
2018,97,700,52.212,6.641,305.29,321.21,3.873646,0.9029,0.830472053,-0.072427947
2018,97,730,72.726,8.913,302.21,318.83,4.503555,0.03999,0.771742828,0.731752828
2018,97,800,106.006,13.982,310.29,320.34,3.5427966,-0.5404,0.782884808,1.323284808
2018,97,830,173.145,20.511,311.52,322.89,-2.6526822,-0.732,0.799713302,1.531713302
2018,97,900,122.629,14.207,311.36,321.3,1.03599426,-1.112,0.780655133,1.892655133
2018,97,930,99.736,12.181,312.6,319.33,1.14478602,-0.1762,0.752277684,0.928477684
2018,97,1000,121.869,14.762,308.2,318.93,-4.185657,-1.383,0.733664179,2.116664179
2018,97,1030,161.425,19.105,308.28,320.36,15.400392,-0.4084,0.744128319,1.152528319
2018,97,1100,200.056,22.598,309.72,322.62,6.564005,-1.294,0.768920753,2.062920753
2018,97,1130,135.938,15.725,309.09,319.11,-15.765386,-0.987,0.751565916,1.738565916
2018,97,1200,187.08,23.625,309.48,318.35,7.859145,-0.7516,0.707586153,1.459186153
2018,97,1230,209.845,26.493,306.54,316.51,2.6927138,-1.301,0.670707803,1.971707803
2018,97,1300,335.078,40.927,304.52,320.21,6.4792322,-1.651,0.671054196,2.322054196
2018,97,1330,193.399,25.464,307.26,317.52,32.460918,-0.05048,0.671813588,0.722293588
2018,97,1400,186.065,28.318,307.71,313.72,2.4360406,-1.656,0.63432285,2.29032285
2018,97,1430,196.446,27.506,305.32,313.51,31.860444,-1.236,0.605200661,1.841200661
2018,97,1500,266.587,36.469,305.38,316.47,19.709676,-0.7257,0.627004054,1.352704054
2018,97,1530,128.275,16.667,299.91,314.11,3.8865974,-0.4577,0.622465098,1.080165098
2018,97,1600,158.519,19.933,295.58,315.13,17.872932,-0.4907,0.634798709,1.125498709
2018,97,1630,63.178,8.658,301.55,311.27,6.1895918,-0.1255,0.61371182,0.73921182
2018,97,1700,113.178,18.256,294.23,308.57,10.0938502,0.03811,0.57129382,0.53318382
2018,97,1730,23.664,3.985,302.05,306.81,4.556538,0.6944,0.550337356,-0.144062644
2018,97,1800,7.583,1.056,300.17,305.15,5.392492,0.7689,0.523865308,-0.245034692
2018,97,1830,0.169,0.028,298.89,303.04,4.103239,0.5046,0.5046,0
2018,97,1900,0.018,0.043,296.15,299.9,8.942353,0.5536,0.5536,0
2018,97,1930,0.001,0.053,294.95,299.34,3.7665026,0.4613,0.4613,0
2018,97,2000,0.013,0.134,290.75,298.37,6.699406,0.4449,0.4449,0
2018,97,2030,0,0.833,272.25,297.61,0.87633882,0.4384,0.4384,0
2018,97,2100,0,0.958,274.55,297.51,-3.3485256,0.4397,0.4397,0
2018,97,2130,0,0.696,285.1,298.2,-2.0804658,0.447,0.447,0
2018,97,2200,0,0.335,294.16,298.09,-0.66063914,0.4435,0.4435,0
2018,97,2230,0,0.382,294.81,297.74,2.9446774,0.44,0.44,0
2018,97,2300,0,0.064,295.85,297.57,-0.3461556,0.4424,0.4424,0
2018,97,2330,0.003,0.004,295.75,296.62,1.12359282,0.4395,0.4395,0
2018,97,2400,0.003,0.032,295.04,296.22,1.8037768,0.4371,0.4371,0
2018,98,30,0.001,0.035,294.41,295.79,1.6330538,0.4303,0.4303,0
2018,98,100,0.006,0.042,293.78,295.35,-0.016177476,0.9451,0.9451,0
2018,98,130,0,0.045,292.33,294.55,-1.13018626,0.416,0.416,0
2018,98,200,0.003,0.034,292.32,294.44,0.22535436,0.686,0.686,0
2018,98,230,0.003,0.014,292.35,294.26,0.88881926,0.4515,0.4515,0
2018,98,300,0.003,0.017,292.18,293.97,0.41232548,0.4219,0.4219,0
2018,98,330,0,0.022,292.64,294.01,0.3850098,0.4164,0.4164,0
2018,98,400,0.008,0.011,293.34,294.27,0.93532656,0.4199,0.4199,0
2018,98,430,0.007,0.035,293.22,293.98,-0.73717014,0.4183,0.4183,0
2018,98,500,0.001,0.02,291.41,292.55,8.3760236,0.1469,0.1469,0
2018,98,530,0.056,0.069,288.63,290.23,-1.8214378,0.3757,0.3757,0
2018,98,600,2.743,0.839,285.85,288.2,4.9945308,1.567,0.355402995,-1.211597005
2018,98,630,26.725,9.112,261.5,285.08,1.206835,1.001,0.323065448,-0.677934552
2018,98,700,198.025,48.441,220.98,285.85,9.6334868,0.5817,0.312326107,-0.269373893
2018,98,730,196.361,40.791,246.9,290.16,13.975738,1.047,0.325897626,-0.721102374
2018,98,800,79.316,17.602,264.28,289.31,14.905884,0.6348,0.332657494,-0.302142506
2018,98,830,117.904,25.765,271.4,291.01,29.776446,1.348,0.344773419,-1.003226581
2018,98,900,258.265,50.031,270.53,294.48,1.4387828,0.8252,0.352877907,-0.472322093
2018,98,930,421.114,76.681,268.6,300.43,39.91386,1.543,0.395618949,-1.147381051
2018,98,1000,382.017,69.027,273.46,302.74,27.763092,0.8279,0.409524274,-0.418375726
2018,98,1030,230.056,43.352,284.13,300.7,9.1907844,0.6077,0.412404005,-0.195295995
2018,98,1100,243.85,59.835,293.99,297.65,11.4631664,0.6293,0.379890484,-0.249409516
2018,98,1130,335.599,74.332,305.38,300.56,10.65547,0.5872,0.399136237,-0.188063763
2018,98,1200,144.471,36.783,296.72,295.97,1.3116236,0.2758,0.386722955,0.110922955
2018,98,1230,171.819,46,289.78,294.46,20.54563,0.07345,0.379750404,0.306300404
2018,98,1300,291.707,75.94,290.75,299.55,1.47175,0.3908,0.404321745,0.013521745
2018,98,1330,151.439,43.433,291.89,296.24,2.2794464,0.1802,0.401449096,0.221249096
2018,98,1400,433.554,118.805,287.75,301.69,40.985294,0.6292,0.412454707,-0.216745293
2018,98,1430,389.986,90.972,283.78,306.38,21.263844,0.0872,0.458562321,0.371362321
2018,98,1500,326.728,85.171,290.5,302.75,20.345472,0.2509,0.437686943,0.186786943
2018,98,1530,302.412,76.912,270.04,303,13.375264,0.07276,0.438656541,0.365896541
2018,98,1600,249.535,62.885,281.69,303.43,-4.1303192,-0.05511,0.459182846,0.514292846
2018,98,1630,188.011,47.381,271.99,302.28,4.220979,0.1477,0.466007005,0.318307005
2018,98,1700,99.876,25.938,267.05,300.68,-9.154285,0.4182,0.478841315,0.060641315
2018,98,1730,60.142,16.239,272.37,299.06,-8.2759446,0.1378,0.466408197,0.328608197
2018,98,1800,37.212,16.081,230.93,295.61,4.2162694,0.3512,0.469053208,0.117853208
2018,98,1830,5.353,3.548,241.79,293.9,-2.9717576,0.4506,0.4506,0
2018,98,1900,0.001,0.847,252.98,293.17,-1.17610486,0.4295,0.4295,0
2018,98,1930,0,1.843,212.8,288.76,-1.8732434,0.4139,0.4139,0
2018,98,2000,0,2.214,208.98,287.56,1.224496,0.4047,0.4047,0
2018,98,2030,0,2.377,207.79,286.7,-1.7661,0.3992,0.3992,0
2018,98,2100,0,2.469,209.57,287.24,-0.60494812,0.4106,0.4106,0
2018,98,2130,0.035,2.217,234.81,289.13,-1.5094268,0.4296,0.4296,0
2018,98,2200,0.178,0.828,279.78,293.33,1.9050332,0.4399,0.4399,0
2018,98,2230,0.017,0.776,278.05,294.05,1.1797548,0.44,0.44,0
2018,98,2300,0.023,0.686,278.49,294.87,-1.03882002,0.4487,0.4487,0
2018,98,2330,0.004,0.594,275.32,295.45,3.0388694,0.4565,0.4565,0
2018,98,2400,0.01,0.328,287.58,296.35,1.8414536,0.456,0.456,0
2018,99,30,0.001,0.273,285.71,296.47,-0.20675144,0.4556,0.4556,0
2018,99,100,0,0.319,287.41,296.37,0.24360406,0.4523,0.4523,0
2018,99,130,0,0.291,284.73,296.44,0.057963402,0.4511,0.4511,0
2018,99,200,0,0.672,275.46,295.72,-0.4815566,0.452,0.452,0
2018,99,230,0,1.616,230.35,292.79,0.18108412,0.4612,0.4612,0
2018,99,300,0,1.483,252.9,293.16,-1.1903514,0.4522,0.4522,0
2018,99,330,0,1.686,232.11,292.68,7.5188764,0.4543,0.4543,0
2018,99,400,0.03,1.692,253.32,294.65,1.88384,0.486,0.486,0
2018,99,430,0.049,0.265,290.58,297.41,-1.3104462,0.4728,0.4728,0
2018,99,500,0.018,0.273,291.8,297.73,2.9658706,0.4583,0.4583,0
2018,99,530,0.261,0.5,291.97,299.54,3.8418562,0.5229,0.5229,0
2018,99,600,1.214,0.464,293.99,299.59,0.010896837,0.6306,0.6306,0
2018,99,630,7.248,1.885,294.6,299.25,-0.45247482,0.2243,0.482920364,0.258620364
2018,99,700,26.317,6.987,296.04,299.62,0.067064704,0.4401,0.479725124,0.039625124
2018,99,730,33.362,8.751,296.19,300.52,-99999,0.4986,0.490037052,-0.008562948
2018,99,800,27.327,6.944,297.47,301.29,-0.37935828,0.5571,0.500570639,-0.056529361
2018,99,830,38.437,10,299.13,302.25,-3.7947602,0.7394,0.514420104,-0.224979896
2018,99,900,37.333,10.367,300.45,302.74,-1.3822676,0.1398,0.523093063,0.383293063
2018,99,930,50.113,14.475,301.82,304.08,-4.2786716,0.4379,0.541678621,0.103778621
2018,99,1000,75.793,22.02,303.2,306.05,-99999,0.2597,0.566120228,0.306420228
2018,99,1030,89.381,25.01,303.82,306.69,-1.565942,0.08148,0.574110014,0.492630014
2018,99,1100,121.221,33.859,303.36,307.47,-99999,0.5754,0.575381827,-1.82E-05
2018,99,1130,225.543,55.076,303.05,310.47,-99999,0.6013,0.601270267,-2.97E-05
2018,99,1200,155.472,36.038,304.75,310.81,-99999,0.615,0.614957951,-4.20E-05
2018,99,1230,75.48,18.275,305.42,310.37,-3.0059022,-0.05135,0.624212261,0.675562261
2018,99,1300,82.708,19.654,306.97,310.89,-99999,-0.2473,0.635954735,0.883254735
2018,99,1330,53.879,12.756,308.18,311.08,0.15800708,-0.4433,0.645604382,1.088904382
2018,99,1400,64.855,18.279,309.28,311.13,-0.80981572,-0.14,0.648005728,0.788005728
2018,99,1430,74.69,21.915,309.87,311.54,0.7788501,-0.4023,0.652875378,1.055175378
2018,99,1500,88.09,26.831,311.11,312.17,0.39101454,-0.05152,0.653959803,0.705479803
2018,99,1530,145.938,45.43,314.74,315.59,36.664236,0.5185,0.689414509,0.170914509
2018,99,1600,102.811,35.634,309.62,313.58,0.55855856,-0.3355,0.675914221,1.011414221
2018,99,1630,54.142,18.465,310.71,312.61,-5.5019902,-0.2313,0.672714414,0.904014414
2018,99,1700,52.945,19.479,308.37,312.12,-1.4446698,-0.3542,0.666401134,1.020601134
2018,99,1730,34.223,12.408,308.72,312.03,0.16966334,0.1447,0.669867306,0.525167306
2018,99,1800,10.795,4.394,308.56,310.94,0.17472616,-0.2484,0.65711887,0.90551887
2018,99,1830,1.371,0.599,306.39,310.51,0.60000304,0.6518,0.6518,0
2018,99,1900,0,0.214,300.9,309.88,0.65369248,0.6475,0.6475,0
2018,99,1930,0,0.773,290.02,309.18,-1.06154384,0.6453,0.6453,0
2018,99,2000,0,2.287,274.4,308.48,-3.6746654,0.6567,0.6567,0
2018,99,2030,0,3.134,256.58,307.01,-4.3057518,0.677,0.677,0
2018,99,2100,0,3.211,243.35,306.17,1.9827416,0.6828,0.6828,0
2018,99,2130,0,3.087,230.55,305.51,2.4277988,0.6823,0.6823,0
2018,99,2200,0,2.826,225.31,304.82,0.41138356,0.6693,0.6693,0
2018,99,2230,0,2.922,224.88,304.11,0.1677795,0.6698,0.6698,0
2018,99,2300,0,2.804,233.09,304.03,-1.0054996,0.6704,0.6704,0
2018,99,2330,0,2.527,223.09,302.9,0.4909758,0.008803,0.008803,0
2018,99,2400,0,2.517,220.56,302.99,-0.48002598,0.6528,0.6528,0
2018,100,30,0,2.482,220.95,302.92,0.2325365,0.6639,0.6639,0
2018,100,100,0,2.532,221.31,301.92,0.18143734,0.6547,0.6547,0
2018,100,130,0,2.539,220.35,301.44,3.7876958,0.6635,0.6635,0
2018,100,200,0,2.339,218.9,300.65,3.6522948,0.6454,0.6454,0
2018,100,230,0,2.535,218,300.74,-4.191544,0.6892,0.6892,0
2018,100,300,0,2.58,216.4,300.44,-4.0655622,0.7152,0.7152,0
2018,100,330,0,2.954,217.53,299.5,11.4584568,0.7418,0.7418,0
2018,100,400,0,3.297,215.88,301.17,-2.1511098,0.7919,0.7919,0
2018,100,430,0,3.122,216.06,301.09,-1.8591146,0.8089,0.8089,0
2018,100,500,0,3.707,216.69,301.29,-0.30176762,0.8229,0.8229,0
2018,100,530,1.024,3.228,217.8,300.79,-11.821096,0.7771,0.7771,0
2018,100,600,32.752,10.059,219.46,301.22,-10.4988758,-0.2691,0.807915021,1.077015021
2018,100,630,176.685,28.903,220.76,301.35,1.4764596,0.1907,0.797553347,0.606853347
2018,100,700,308.307,44.464,221.32,301.91,-5.433701,-0.002636,0.729724348,0.732360348
2018,100,730,443.836,64.252,223.54,307.29,-1.312801,-0.2298,0.739923052,0.969723052
2018,100,800,567.348,82.461,227.29,316.27,9.5628428,0.2623,0.841675184,0.579375184
2018,100,830,671.001,99.111,229.54,320.63,12.751242,0.2333,0.873833007,0.640533007
2018,100,900,770.889,112.721,232.78,330.45,9.1236726,0.1498,0.947455903,0.797655903
2018,100,930,844.852,121.95,239.59,338.36,125.3931,1.862,1.078661955,-0.783338045
2018,100,1000,912.214,131.71,242.61,342.28,52.04108,0.5843,1.109050906,0.524750906
2018,100,1030,961.298,140.728,245.99,345.45,41.903666,0.04979,1.197034355,1.147244355
2018,100,1100,976.643,139.424,249.89,352.69,-43.928794,-1.204,1.44350884,2.64750884
2018,100,1130,969.097,133.416,256.14,360.26,81.65269,-0.8305,1.703265175,2.533765175
2018,100,1200,963.272,130.692,258.77,361.06,95.216338,-2.12,1.764866871,3.884866871
2018,100,1230,932.779,124.846,261.55,364.58,36.464078,-0.9757,1.907455321,2.883155321
2018,100,1300,910.451,115.811,264.49,369.81,62.920256,-1.278,2.212020848,3.490020848
2018,100,1330,870.113,107.634,264.5,369.59,27.586482,-0.7682,2.215831207,2.984031207
2018,100,1400,819.337,96.685,266.02,371.75,40.667396,-0.4501,2.443026979,2.893126979
2018,100,1430,741.707,89.251,266.62,371.07,140.1106,-2.308,2.578812838,4.886812838
2018,100,1500,651.509,81.139,267.99,373.46,114.03119,-0.6989,2.70214089,3.40104089
2018,100,1530,537.63,71.955,269.68,373.05,43.045744,-1.267,2.83136693,4.09836693
2018,100,1600,382.595,58.31,270.94,367.9,63.46186,-0.5128,2.725494331,3.238294331
2018,100,1630,277.038,51.105,270.3,362.78,31.883992,-1.001,2.581985046,3.582985046
2018,100,1700,205.19,47.987,269.5,358.79,6.4156526,-0.4908,2.449041031,2.939841031
2018,100,1730,82.2,24.937,262.69,351.22,9.8560154,-0.1953,2.211477046,2.406777046
2018,100,1800,64.739,26.535,268.65,348.93,35.651672,0.1483,2.079892414,1.931592414
2018,100,1830,4.532,2.56,256.24,341.62,-2.3171232,1.84,1.84,0
2018,100,1900,0,1.824,252.02,336.99,-10.6837276,1.652,1.652,0
2018,100,1930,0,1.909,266.26,335.46,-0.900711,1.566,1.566,0
2018,100,2000,0,1.657,254.57,333.91,-0.12503988,1.488,1.488,0
