Year,DOY,TIME,Rg,Rg_out,Rgl,Rgl_out,LE_spec,NEE,Rec,GPP
2018,1,30,0,0.148,290.47,296.63,-0.45023776,0.587,0.587,0
2018,1,100,0,0.003,291.59,296.05,-0.1383445,0.5808,0.5808,0
2018,1,130,0,0,293.93,295.58,0.035898926,0.5777,0.5777,0
2018,1,200,0.003,0.022,290.91,294.58,-6.4003464,3.455,3.455,0
2018,1,230,0,0.287,269.35,292.48,0.43022196,0.5666,0.5666,0
2018,1,300,0,0.513,276.41,292.97,-1.442315,0.567,0.567,0
2018,1,330,0,0.569,275.41,292.74,-0.44105404,0.5693,0.5693,0
2018,1,400,0,0.169,279.36,291.96,0.22335278,0.5652,0.5652,0
2018,1,430,0,0.7,248.12,289.13,-1.8202604,0.557,0.557,0
2018,1,500,0,0.822,260.54,289.16,-1.2327378,0.5545,0.5545,0
2018,1,530,0,0.443,265.27,289.26,-1.265705,0.553,0.553,0
2018,1,600,0,0.541,270.82,289.23,0.31059812,1.198,1.198,0
2018,1,630,0,0.758,276.1,289.49,1.3728484,0.5511,0.5511,0
2018,1,700,0.203,0.413,280.62,289.42,0.75989396,0.5508,0.5508,0
2018,1,730,6.908,2.375,277.95,289.15,-0.7411733,0.5203,0.5481464,0.0278464
2018,1,800,32.688,9.718,264.92,288.49,-0.89906264,0.2651,0.5459424,0.2808424
2018,1,830,56.532,16.591,279.41,289.95,-0.92213968,0.0658,0.5449216,0.4791216
2018,1,900,101.065,27.902,261.97,289.78,1.4411376,0.6199,0.5458032,-0.0740968
2018,1,930,104.073,29.406,284.07,292.51,-2.2335278,0.6824,0.5505592,-0.1318408
2018,1,1000,158.209,42.787,280.94,293.93,3.7417772,0.2024,0.5542944,0.3518944
2018,1,1030,110.374,31.555,285.2,293.82,3.1989958,0.08021,0.5573104,0.4771004
2018,1,1100,126.485,34.436,283.69,294.03,-3.1978184,0.2277,0.5561272,0.3284272
2018,1,1130,130.753,39.113,287.58,294.32,5.6715358,0.3496,0.5573336,0.2077336
2018,1,1200,163.836,49.078,292.89,295.58,5.2170594,0.2263,0.5619736,0.3356736
2018,1,1230,207.052,58.175,298.05,296.78,6.0671422,0.7402,0.564572,-0.175628
2018,1,1300,276.728,77.014,299.19,299.61,2.3924768,0.511,0.578144,0.067144
2018,1,1330,159.859,44.066,297.38,298.29,16.566018,0.6669,0.5785152,-0.0883848
2018,1,1400,74.154,20.648,293.95,296.25,11.856418,1.011,0.572576,-0.438424
2018,1,1430,248.364,73.238,291.37,299.06,-5.9894338,0.6894,0.5778424,-0.1115576
2018,1,1500,146.756,40.41,286.92,297.09,16.495374,0.7893,0.5774248,-0.2118752
2018,1,1530,113.024,38.137,280.29,295.1,21.322714,1.061,0.5683304,-0.4926696
2018,1,1600,174.683,63.42,270.92,295.8,-20.922398,0.8837,0.5781208,-0.3055792
2018,1,1630,34.079,9.546,282.7,292.53,-3.2166568,0.3707,0.557148,0.186448
2018,1,1700,6.659,2.564,262.88,289.83,-3.5298452,0.5501,0.5501,0
2018,1,1730,0.004,0.175,285.13,290.19,-0.223706,0.5468,0.5468,0
2018,1,1800,0,0.001,288.49,289.72,-0.72692676,0.5439,0.5439,0
2018,1,1830,0,0.007,288.26,289.45,1.00997372,0.5431,0.5431,0
2018,1,1900,0,0.007,285.61,289.08,-15.647646,0.1392,0.1392,0
2018,1,1930,0,0.017,280.76,287.95,-2.4631208,0.5376136,0.5376136,0
2018,1,2000,0,0.029,280.55,287.22,4.468233,0.5341,0.5341,0
2018,1,2030,0,0.043,280.09,286.38,0.28116312,0.3946,0.3946,0
2018,1,2100,0,0.056,277.79,285.52,1.06048418,0.1733,0.1733,0
2018,1,2130,0,0.076,280.13,285.21,2.0651596,0.52374,0.52374,0
2018,1,2200,0,0.063,280.7,284.97,-0.40938198,0.1508,0.1508,0
2018,1,2230,0,0.063,278.49,284.56,-0.6840694,0.5208,0.5208,0
2018,1,2300,0,0.209,277.88,284.53,-0.20321924,0.522,0.522,0
2018,1,2330,0,0.122,278.57,284.4,0.087080504,0.5198,0.5198,0
2018,1,2400,0,0.081,277.52,284.24,-0.54772648,0.5182,0.5182,0
2018,2,30,0,0.108,275.79,283.77,-0.55891178,0.5165,0.5165,0
2018,2,100,0,0.095,276.49,283.46,0.19744998,0.5148,0.5148,0
2018,2,130,0,0.104,279.03,283.39,-0.1801422,0.5146,0.5146,0
2018,2,200,0,0.112,279.46,283.21,-0.48909196,0.5133,0.5133,0
2018,2,230,0,0.053,278.55,282.97,1.554168,1.851,1.851,0
2018,2,300,0,0.057,277.94,282.43,0.10314024,0.3398,0.3398,0
2018,2,330,0,0.081,276.71,281.98,-0.20592726,0.7578,0.7578,0
2018,2,400,0,0.126,274.9,281.49,0.23465582,0.5551,0.5551,0
2018,2,430,0,0.141,274.59,281.24,0.07929789,0.6287,0.6287,0
2018,2,500,0,0.183,271.62,280.88,-0.4203318,0.762,0.762,0
2018,2,530,0,0.338,269.86,280.55,-0.85820686,1.103,1.103,0
2018,2,600,0,0.563,265,280.06,-0.83253954,0.6557,0.6557,0
2018,2,630,0,0.72,262.73,279.88,0.6634649,0.6324,0.6324,0
2018,2,700,0.377,0.378,259.74,279.24,-0.30859654,1.262,1.262,0
2018,2,730,9.904,4.144,253.5,279.42,-0.1418767,0.582,0.496016,-0.085984
2018,2,800,34.632,12.231,265.78,280.76,0.116409538,0.7458,0.5018856,-0.2439144
2018,2,830,89.206,25.541,251.45,280.52,-4.815566,0.499,0.5041824,0.0051824
2018,2,900,313.441,69.443,218.44,279.93,0.25631998,0.1035,0.5158056,0.4123056
2018,2,930,437.687,89.965,208.36,282.75,3.2531562,0.3385,0.523972,0.185472
2018,2,1000,412.553,89.353,234.44,289.39,0.28881622,0.2046,0.5345512,0.3299512
2018,2,1030,350.071,79.979,254.59,291.87,-3.2248986,-0.04124,0.538704,0.579944
2018,2,1100,283.159,75.141,273.13,293.04,46.177628,0.4233,0.5308392,0.1075392
2018,2,1130,204.175,55.277,276.34,292.56,-3.6993908,0.8435,0.5432744,-0.3002256
2018,2,1200,162.99,45.485,279.17,291.31,11.6986464,0.7254,0.5386576,-0.1867424
2018,2,1230,352.736,92.112,273.15,294.31,13.387038,0.5426,0.5382168,-0.0043832
2018,2,1300,219.929,55.718,277.18,295.07,29.352582,0.941,0.5500488,-0.3909512
2018,2,1330,103.836,29.602,279.53,290.05,0.084266518,0.443,0.5319064,0.0889064
2018,2,1400,236.615,66.067,278,293.16,11.0710922,0.578,0.5410936,-0.0369064
2018,2,1430,74.982,21.046,280.1,290.56,-99999,1.053,0.5441792,-0.5088208
2018,2,1500,74.718,21.171,281.63,290.48,14.54089,1.528,0.5398408,-0.9881592
2018,2,1530,72.134,20.662,281.43,290.49,2.1746578,1.394,0.5419752,-0.8520248
2018,2,1600,55.717,16.148,281.45,290.39,-1.3516552,0.3768,0.543344,0.166544
2018,2,1630,29.456,8.775,279.63,289.54,-8.6998086,0.2337,0.5406064,0.3069064
2018,2,1700,3.869,1.196,285.38,289.1,-2.2029154,0.541,0.541,0
2018,2,1730,0,0.109,287.78,288.78,2.0792884,0.5411,0.5411,0
2018,2,1800,0,0,287.61,288.25,0.52759294,0.5375,0.5375,0
2018,2,1830,0,0,287.43,287.89,-0.25055072,0.5358,0.5358,0
2018,2,1900,0,0.003,287.74,288.14,1.2056576,0.5381,0.5381,0
2018,2,1930,0.047,0.078,288.31,288.83,1.5341522,0.5425,0.5425,0
2018,2,2000,0.001,0.017,288,289.1,1.748439,0.3058,0.3058,0
2018,2,2030,0,0.003,287.81,289.07,0.23171232,0.1811,0.1811,0
2018,2,2100,0,0.001,288.15,289.1,-0.23300746,0.07104,0.07104,0
2018,2,2130,0,0.003,288.17,289.04,-0.083112666,0.5454088,0.5454088,0
2018,2,2200,0,0.011,286.54,288.06,-99999,0.5404,0.5404,0
2018,2,2230,0.003,0.007,286.04,286.98,-0.52052854,0.5339,0.5339,0
2018,2,2300,0,0.001,284.22,285.5,0.11726904,0.526,0.526,0
2018,2,2330,0,0.008,283.75,284.9,-0.2831647,0.523,0.523,0
2018,2,2400,0,0.003,282.93,284.39,-0.70279006,0.5199,0.5199,0
2018,3,30,0.003,0.027,280.57,283.27,-1.07814518,0.5145,0.5145,0
2018,3,100,0.01,0.034,280.39,282.43,-99999,0.6755,0.6755,0
2018,3,130,0.001,0.015,281.56,282.4,1.2916078,0.4695,0.4695,0
2018,3,200,0.004,0.029,281.4,282.27,-0.9307347,0.0759,0.0759,0
2018,3,230,0,0.014,280.28,281.18,-0.13104462,0.3209,0.3209,0
2018,3,300,0,0.007,280.19,281.04,0.22335278,0.205,0.205,0
2018,3,330,0.004,0.02,278.36,279.67,-0.17272458,0.4945,0.4945,0
2018,3,400,0,0.006,277.69,278.56,-1.3351716,0.4889,0.4889,0
2018,3,430,0,0.01,276.51,277.52,1.05506814,0.6,0.6,0
2018,3,500,0.001,0.015,276.56,277.21,-0.070608678,0.4811,0.4811,0
2018,3,530,0,0.003,276.51,276.76,0.56891968,0.4786,0.4786,0
2018,3,600,0,0.004,274.98,275.49,-18.850174,0.08037,0.08037,0
2018,3,630,0,0,273.63,274.43,-7.9686432,0.4594,0.4594,0
2018,3,700,0.11,0.091,273.18,273.82,2.113433,0.6766,0.6766,0
2018,3,730,2.887,1.408,273.4,273.79,0.50145466,-0.1089,0.4618424,0.5707424
2018,3,800,16.764,7.885,272.28,273.25,0.89753202,0.2755,0.4573184,0.1818184
2018,3,830,33.144,15.417,271.68,272.65,-99999,0.2229,0.4527248,0.2298248
2018,3,900,42.236,19.824,272.91,273.8,1.5317974,0.1703,0.455416,0.285116
2018,3,930,69.513,32.102,271.39,272.71,-99999,0.5003,0.4482936,-0.0520064
2018,3,1000,180.818,75.639,266.76,273.5,3.5875378,0.8303,0.4425864,-0.3877136
2018,3,1030,182.906,77.126,267.44,275.73,-4.2786716,0.3625,0.4488968,0.0863968
2018,3,1100,224.358,85.406,256.99,274.05,17.578582,0.707,0.4475512,-0.2594488
2018,3,1130,220.339,85.59,265.34,275.37,3.2048828,0.1957,0.4514256,0.2557256
2018,3,1200,268.181,99.412,263.15,276.6,5.7563086,0.3837,0.4566224,0.0729224
2018,3,1230,156.446,56.455,267.92,275.76,-14.576212,0.2085,0.458896,0.250396
2018,3,1300,132.695,46.671,268.08,275.3,-0.12692372,0.3778,0.4570168,0.0792168
2018,3,1330,123.151,47.268,271.76,275.84,-99999,0.3325,0.4612624,0.1287624
2018,3,1400,158.124,58.312,270.99,277.46,4.1750604,0.2872,0.4696376,0.1824376
2018,3,1430,101.804,36.381,271.49,277.17,0.34227018,0.791,0.4702176,-0.3207824
2018,3,1500,95,33.8,272.41,277.88,-4.8873874,0.5392,0.4739528,-0.0652472
2018,3,1530,49.281,17.078,272.4,277.19,-99999,0.4768,0.4767832,-1.68E-05
2018,3,1600,26.68,9.092,270.87,276.45,-99999,0.474,0.4740224,2.24E-05
2018,3,1630,22.062,8.244,272.17,276.16,-0.65027802,0.4299,0.4718184,0.0419184
2018,3,1700,8.612,3.534,273.2,276.41,1.3163332,0.475,0.475,0
2018,3,1730,0.011,0.032,274.32,276.39,0.32825912,0.2425,0.2425,0
2018,3,1800,0,0.024,272.35,276.28,-0.59070158,0.2423,0.2423,0
2018,3,1830,0,0.099,269.47,275.54,-1.09604166,0.3416,0.3416,0
2018,3,1900,0,0.268,260.03,274.46,0.10119753,0.4717,0.4717,0
2018,3,1930,0,0.779,252.41,272.7,1.7119396,0.1352,0.1352,0
2018,3,2000,0,0.817,258.42,272.58,1.1032238,0.4665,0.4665,0
2018,3,2030,0,0.612,263.4,272.92,0.28045668,0.431,0.431,0
2018,3,2100,0,0.248,270.97,273.85,0.91378014,0.4634,0.4634,0
2018,3,2130,0,0.322,267.52,273.33,3.8536302,0.4625,0.4625,0
2018,3,2200,0,1.346,259.39,271.54,2.5537806,0.4582,0.4582,0
2018,3,2230,0,1.506,261.19,271.02,-2.8516628,0.4582,0.4582,0
2018,3,2300,0,2.092,261.3,269.89,-3.0506434,0.4571,0.4571,0
2018,3,2330,0,1.641,263.15,270.31,0.17908254,0.4539,0.4539,0
2018,3,2400,0,1.063,266.32,270.67,1.189174,0.4503,0.4503,0
2018,4,30,0,0.98,267.8,271.27,1.065547,0.4529,0.4529,0
2018,4,100,0,0.511,269.45,271.9,1.383445,0.4535,0.4535,0
2018,4,130,0,0.472,268.55,271.49,0.4020821,0.4514,0.4514,0
2018,4,200,0,0.794,268.12,271.77,-2.7115522,0.4534,0.4534,0
2018,4,230,0,0.763,268.11,271.86,-1.1785774,0.4542,0.4542,0
2018,4,300,0,0.964,267.96,272.12,-0.74282166,0.4558,0.4558,0
2018,4,330,0.01,0.679,270.21,272.58,-0.59623536,0.4575,0.4575,0
2018,4,400,0.008,0.169,272.94,273.74,1.7590356,0.2162,0.2162,0
2018,4,430,0,0.268,272.25,273.52,1.10393024,0.9016,0.9016,0
2018,4,500,0,0.374,271.49,272.83,1.919162,0.458,0.458,0
2018,4,530,0,0.824,269.75,272.48,-1.642473,0.4568,0.4568,0
2018,4,600,0,0.293,271.7,272.68,0.63709114,0.4574,0.4574,0
2018,4,630,0,0.387,271.98,273.27,-0.89517722,0.4607,0.4607,0
2018,4,700,0.268,0.657,271.68,273.05,-3.0706592,0.4594,0.4594,0
2018,4,730,7.169,4.195,271.45,272.77,0.53736536,0.208,0.4574344,0.2494344
2018,4,800,33.642,15.979,272.58,273.55,2.5561354,0.4777,0.4591512,-0.0185488
2018,4,830,84.719,38.436,275.94,275.88,2.1817222,0.1321,0.4652296,0.3331296
2018,4,900,100.69,45.955,277.72,277.51,0.47837762,0.1149,0.470612,0.355712
2018,4,930,142.341,63.129,278.89,278.32,-2.796325,0.08665,0.4754376,0.3887876
2018,4,1000,206.079,85.714,280.98,280.78,-0.7747292,0.2676,0.4790104,0.2114104
2018,4,1030,223.103,94.664,285.5,284.69,-7.4270392,0.3244,0.4876176,0.1632176
2018,4,1100,323.216,129.709,288.82,288.21,5.5090546,0.843,0.4951112,-0.3478888
2018,4,1130,300.268,120.923,286.46,286.22,8.6056166,0.2949,0.4949952,0.2000952
2018,4,1200,422.736,148.375,275.87,285.35,9.4874892,0.1523,0.4949488,0.3426488
2018,4,1230,485.219,158.277,239.16,286.81,11.903514,0.5527,0.496016,-0.056684
2018,4,1300,305.994,104.443,254.99,286.36,11.2571214,0.6325,0.4937888,-0.1387112
2018,4,1330,367.094,115.125,246.46,285.98,26.715206,0.7274,0.4924896,-0.2349104
2018,4,1400,336.037,97.224,237.3,284.38,-2.5172812,0.2992,0.4936032,0.1944032
2018,4,1430,308.999,91.296,255.1,287.38,2.1393358,0.3178,0.50518,0.18738
2018,4,1500,254.048,83.394,241.77,284.34,16.566018,0.1348,0.50982,0.37502
2018,4,1530,194.245,68.958,252.69,284.03,-7.8438388,0.03345,0.5129056,0.4794556
2018,4,1600,90.726,39.284,222.3,279.6,7.076174,0.2116,0.5062472,0.2946472
2018,4,1630,27.329,9.93,233.27,278.04,0.46165854,0.2423,0.4942296,0.2519296
2018,4,1700,3.925,1.423,265.46,278.96,-0.94768926,0.3592,0.3592,0
2018,4,1730,0,0.182,261.5,278.04,-1.4258314,0.2743,0.2743,0
2018,4,1800,0,0.272,258.68,277.35,-0.38277274,0.2103,0.2103,0
2018,4,1830,0,0.378,256.36,277.21,0.106448734,0.3686,0.3686,0
2018,4,1900,0,0.273,260.06,277.18,0.17825836,0.5986,0.5986,0
2018,4,1930,0,0.585,248.51,276.41,1.10169318,0.4358,0.4358,0
2018,4,2000,0,0.437,260.93,276.72,0.52205916,0.6005,0.6005,0
2018,4,2030,0,0.273,260.91,276.17,-0.31106908,0.4785,0.4785,0
2018,4,2100,0,0.524,251.92,275.41,0.88163712,0.4776,0.4776,0
2018,4,2130,0,0.464,247.96,274.18,-0.23324294,0.4728,0.4728,0
2018,4,2200,0,0.838,244.97,273.9,-1.4611534,0.4734,0.4734,0
2018,4,2230,0,0.553,235.7,271.76,0.83042022,0.4669,0.4669,0
2018,4,2300,0,1.16,218.27,269.46,0.42904456,0.466,0.466,0
2018,4,2330,0,1.43,231.92,268.93,0.3461556,0.4643,0.4643,0
2018,4,2400,0,1.969,237.87,267.89,1.2350926,0.4664,0.4664,0
2018,5,30,0,2.643,243.78,270.36,0.61601568,0.469,0.469,0
2018,5,100,0,0.987,253.53,271.77,-0.23124136,0.464,0.464,0
2018,5,130,0,0.594,253.71,272,-0.523943,0.4656,0.4656,0
2018,5,200,0,0.646,256.15,272.46,0.49839342,0.4684,0.4684,0
2018,5,230,0,0.646,255.92,272.8,0.15635872,0.4701,0.4701,0
2018,5,300,0,0.584,256.35,273.08,-0.51193352,0.4723,0.4723,0
2018,5,330,0.001,0.423,253.33,272.38,-1.1267718,0.4666,0.4666,0
2018,5,400,0,0.546,247.1,272.73,-0.62072528,0.4703,0.4703,0
2018,5,430,0.003,0.908,235.53,272.51,-2.3924768,0.4742,0.4742,0
2018,5,500,0.001,0.87,246.16,275.1,-0.8700986,0.4893,0.4893,0
2018,5,530,0,0.976,232.07,274.65,1.04105708,0.4929,0.4929,0
2018,5,600,0,0.891,230.95,274.59,-1.2174316,0.4917,0.4917,0
2018,5,630,0,1.112,232.57,275.24,-0.46519074,0.495,0.495,0
2018,5,700,0.137,1.185,224.93,274.01,-2.3041718,0.4937,0.4937,0
2018,5,730,11.457,4.66,226.61,274.33,-0.071750756,0.1527,0.4946472,0.3419472
2018,5,800,50.027,15.104,226.85,276.02,-0.6428604,0.005404,0.5018392,0.4964352
2018,5,830,85.12,24.37,251.79,280,1.2115446,0.06342,0.5111424,0.4477224
2018,5,900,168.533,43.704,244.88,282.53,-4.2692524,-0.01652,0.519912,0.536432
2018,5,930,275.134,62.794,233.56,284.61,-1.6919238,-0.1091,0.5302128,0.6393128
2018,5,1000,375.303,80.115,233.05,290.02,6.7712274,1.194,0.5385648,-0.6554352
2018,5,1030,532.708,103.43,219.93,293.23,9.4639412,-0.9582,0.5390056,1.4972056
2018,5,1100,418.491,86.657,226.68,293.94,-5.0063048,0.1165,0.554016,0.437516
2018,5,1130,434.344,94.917,243.51,297.52,46.68391,2.626,0.559468,-2.066532
2018,5,1200,303.949,74.775,259.6,295.46,-18.13196,-0.4019,0.5597,0.9616
2018,5,1230,262.623,68.5,265.56,295.22,31.695608,1.208,0.5604424,-0.6475576
2018,5,1300,338.166,87.003,254.5,294.26,11.120543,0.6487,0.5584704,-0.0902296
2018,5,1330,331.932,85.996,259.49,293.85,-1.978032,-0.02764,0.5597928,0.5874328
2018,5,1400,202.327,55.036,266.24,292.41,7.47649,0.492,0.5503504,0.0583504
2018,5,1430,257.842,71.772,259.41,293.05,-5.0204336,-0.1223,0.5560576,0.6783576
2018,5,1500,173.963,48.681,267.55,293.11,-6.0129818,0.04362,0.5546424,0.5110224
2018,5,1530,137.258,40.013,256.6,290.66,3.0859654,0.06256,0.5493528,0.4867928
2018,5,1600,77.158,22.549,257.99,288.9,-0.37358902,-0.01776,0.5452232,0.5629832
2018,5,1630,35.807,18.129,214.93,283.26,1.2138994,0.1017,0.5385648,0.4368648
2018,5,1700,6.636,10.452,203.16,280.23,1.9203394,0.5312,0.5312,0
2018,5,1730,0,1.965,201.73,278.81,-0.9642906,0.5257,0.5257,0
2018,5,1800,0,1.675,201.86,278.01,-1.6789724,0.5184,0.5184,0
2018,5,1830,0,1.831,199.63,278.47,9.0907054,0.5234,0.5234,0
2018,5,1900,0,1.878,197.94,277.16,7.6283746,0.5248,0.5248,0
2018,5,1930,0,2.118,196.23,276.54,3.1365936,0.5227,0.5227,0
2018,5,2000,0,2.169,194.52,275.69,-4.4246692,0.5202,0.5202,0
2018,5,2030,0,2.197,194.32,275.01,-5.1899792,0.5129,0.5129,0
2018,5,2100,0,1.772,192.61,272.59,-7.2045106,0.5001,0.5001,0
2018,5,2130,0,2.172,191.04,272.09,-3.6110858,0.4958,0.4958,0
2018,5,2200,0,2.02,190.29,272.47,1.05188916,0.4938,0.4938,0
2018,5,2230,0,1.937,189.42,272.79,0.15577002,0.4947,0.4947,0
2018,5,2300,0,1.961,189.58,273.09,-1.13301202,0.4972,0.4972,0
2018,5,2330,0,1.831,191.89,274.14,-1.2080124,0.5031,0.5031,0
2018,5,2400,0,1.873,194.7,274.32,-0.9383878,0.5074,0.5074,0
2018,6,30,0,2.182,198.08,275.35,2.095772,0.5137,0.5137,0
2018,6,100,0,1.748,205.79,275.05,-0.3526313,0.5102,0.5102,0
2018,6,130,0,1.178,221.44,275.65,0.53760084,0.5048,0.5048,0
2018,6,200,0,1.5,216.16,276.17,-1.0578939,0.08602,0.08602,0
2018,6,230,0,1.527,228.68,279.26,1.11605746,0.2307,0.2307,0
2018,6,300,0.017,0.557,258.43,280.85,-2.2394148,0.1386,0.1386,0
2018,6,330,0.007,0.499,253.89,281.38,3.5239582,0.2952,0.2952,0
2018,6,400,0,1.301,220,279.23,-4.7602282,0.526,0.526,0
2018,6,430,0,1.58,213.67,279.93,0.66558422,0.106,0.106,0
2018,6,500,0.004,0.877,251.3,282.36,-2.9364356,0.4172,0.4172,0
2018,6,530,0.001,0.546,263.3,284.4,-0.029093554,0.5403,0.5403,0
2018,6,600,0,0.742,257.32,284.79,1.10722696,0.5469,0.5469,0
2018,6,630,0,0.549,268.6,284.83,-1.3681388,0.5448,0.5448,0
2018,6,700,0.214,0.434,270.51,284.5,1.607151,0.5363,0.5363,0
2018,6,730,5.601,1.95,275.24,285.43,2.4713626,0.2947,0.5380544,0.2433544
2018,6,800,27.354,7.954,271.58,286.01,-0.98053872,0.2264,0.5386112,0.3122112
2018,6,830,94.866,24.364,244.49,285.84,-1.8061316,0.1782,0.543228,0.365028
2018,6,900,125.468,31.181,255.4,287.96,0.19226942,0.1381,0.5494688,0.4113688
2018,6,930,191.128,46.006,251.42,289.71,-1.64836,0.269,0.5539928,0.2849928
2018,6,1000,259.351,60.965,270.23,292.79,1.06507604,0.3679,0.5603032,0.1924032
2018,6,1030,149.845,39.402,278.57,292.53,0.010654293,0.4662,0.5553384,0.0891384
2018,6,1100,155.402,41.681,278.95,291.93,6.1095286,0.2161,0.5488424,0.3327424
2018,6,1130,162.228,43.69,280.17,293.94,-2.419557,-0.03685,0.5554312,0.5922812
2018,6,1200,233.583,62.466,278.84,296.38,5.2759294,0.4091,0.563064,0.153964
2018,6,1230,219.774,58.241,280.26,297.45,6.5969722,0.1208,0.5691424,0.4483424
2018,6,1300,220.818,59.93,277.1,296.72,4.6990034,0.4865,0.5677736,0.0812736
2018,6,1330,193.695,52.609,285.08,296.48,3.9537092,0.2513,0.56666,0.31536
2018,6,1400,176.643,49.461,286.45,297.19,2.6326664,0.2397,0.5654304,0.3257304
2018,6,1430,104.073,29.721,295.54,297.1,9.9878842,1.266,0.5689336,-0.6970664
2018,6,1500,73.32,23.031,297.41,295.24,0.51263996,1.538,0.5642472,-0.9737528
2018,6,1530,67.528,24.777,298.36,295.85,-0.46754554,0.6572,0.5641312,-0.0930688
2018,6,1600,46.396,20.548,295.87,293.28,-2.4230892,-0.5847,0.559816,1.144516
2018,6,1630,13.753,5.447,292.46,291.3,-0.32708172,0.5734,0.5528096,-0.0205904
2018,6,1700,3.958,1.294,288.88,290.21,-99999,0.5495,0.5495,0
2018,6,1730,0.01,0.017,280.33,287.25,-99999,0.5342,0.5342,0
2018,6,1800,0,0.003,279.45,285.53,-2.5408292,0.2987,0.2987,0
2018,6,1830,0,0.144,259.48,282.21,-4.6731006,0.2417,0.2417,0
2018,6,1900,0,0.151,260.96,281.32,10.3187336,1.002,1.002,0
2018,6,1930,0,0.268,267.88,280.23,2.4478146,0.6587,0.6587,0
2018,6,2000,0,0.024,276.5,280.3,-1.15279234,0.06014,0.06014,0
2018,6,2030,0,0.478,244.39,277.71,0.076107136,0.4212,0.4212,0
2018,6,2100,0,0.725,254.43,276.99,0.2584393,0.1134,0.1134,0
2018,6,2130,0,0.174,273.75,278.27,-4.491781,0.472,0.472,0
2018,6,2200,0,0.144,276.14,278.66,0.49179998,0.4892,0.4892,0
2018,6,2230,0,0.085,277.12,279.05,-0.86115036,0.2934,0.2934,0
2018,6,2300,0,0.034,276.03,278.7,-0.048673716,0.01902,0.01902,0
2018,6,2330,0,0.193,270.63,277.47,0.50121918,0.1399,0.1399,0
2018,6,2400,0,0.196,270.66,276.49,-1.6471826,0.4796,0.4796,0
2018,7,30,0,0.106,271.83,276.4,-0.63391216,0.4775,0.4775,0
2018,7,100,0,0.122,267.8,275.82,0.50722392,0.7071,0.7071,0
2018,7,130,0,0.429,258.06,274.88,-0.67488568,0.2244,0.2244,0
2018,7,200,0,0.944,262.92,275.33,-0.56738906,0.3002,0.3002,0
2018,7,230,0,0.527,260.8,275.07,0.064474424,0.5447,0.5447,0
2018,7,300,0,0.396,257.82,275.02,0.3820663,1.171,1.171,0
2018,7,330,0,0.361,221.58,272.68,-2.7821962,0.3232,0.3232,0
2018,7,400,0,0.768,231.27,272.06,2.9576288,0.3295,0.3295,0
2018,7,430,0,1.438,214.72,272.47,-0.17142944,0.2962,0.2962,0
2018,7,500,0,1.319,195.8,270.95,0.63862176,0.3077,0.3077,0
2018,7,530,0,1.405,196.19,270.24,-1.1785774,0.8432,0.8432,0
2018,7,600,0,1.574,187.17,268.32,0.2731568,0.6297,0.6297,0
2018,7,630,0,1.681,187.01,268.2,2.9764672,0.8757,0.8757,0
2018,7,700,0.262,2.38,185.89,267.93,-3.8818878,0.1452,0.1452,0
2018,7,730,10.784,5.471,186.51,268.35,1.8332118,0.2702,0.4705192,0.2003192
2018,7,800,100.447,23.538,189.21,267.88,1.5812482,0.08037,0.470844,0.390474
2018,7,830,268.956,53.111,195.66,271.4,0.69431278,0.09158,0.4903784,0.3987984
2018,7,900,312.228,57.817,188.82,272.36,1.14490376,0.02366,0.4952736,0.4716136
2018,7,930,463.625,84.966,189.23,275.32,0.36699558,0.1471,0.5009576,0.3538576
2018,7,1000,526.262,95.845,191.99,281.7,2.8881622,0.1825,0.5102144,0.3277144
2018,7,1030,583.484,107.297,196.46,285.7,1.1615051,0.2613,0.5245288,0.2632288
2018,7,1100,603.427,115.249,197.15,289.04,2.1051912,0.2111,0.5337856,0.3226856
2018,7,1130,644.09,126.171,199.43,295.4,10.8414992,0.3336,0.5423,0.2087
2018,7,1200,628.279,127.801,201.8,298.56,-8.5867782,0.1617,0.5602336,0.3985336
2018,7,1230,613.639,133.49,200.2,298,0.35298452,0.1936,0.564804,0.371204
2018,7,1300,521.608,119.639,205.5,300.02,15.12959,0.5458,0.57884,0.03304
2018,7,1330,519.408,121.873,208.66,302.01,14.093478,0.6781,0.5739912,-0.1041088
2018,7,1400,430.903,108.074,208.2,297.84,7.5518436,0.3556,0.5712304,0.2156304
2018,7,1430,341.255,92.543,209.11,296.7,8.9470626,0.6129,0.5694904,-0.0434096
2018,7,1500,261.016,75.741,212.46,296.95,4.2198016,0.3098,0.58638,0.27658
2018,7,1530,195.261,63.406,219.59,295.56,23.701062,0.8752,0.5844776,-0.2907224
2018,7,1600,95.901,35.962,211.54,288.88,0.081440758,0.04802,0.5638992,0.5158792
2018,7,1630,36.117,12.266,215.75,287.34,1.9639032,0.1373,0.5521832,0.4148832
2018,7,1700,5.764,2.672,229.9,285.04,-0.47296158,0.5368,0.5368,0
2018,7,1730,0.003,1.056,244.85,286.71,5.5055224,0.5446,0.5446,0
2018,7,1800,0,2.024,248.83,288.23,6.087158,0.5657,0.5657,0
2018,7,1830,0,0.683,248.2,285.73,0.83277502,0.5444,0.5444,0
2018,7,1900,0,0.667,246.67,284.36,1.9533066,0.5393,0.5393,0
2018,7,1930,0,0.66,247.94,284.81,1.6224572,0.5418,0.5418,0
